"","name","country.etc","pop","lat","long","capital"
"42581","Zacatepec","MEX",21438,18.67,-99.19,0
"42582","Zacatlan","MEX",32311,19.93,-97.97,0
"42583","Zachagansk","KAZ",13388,51.15,51.28,0
"42584","Zachepylivka","UKR",4179,49.2,35.23,0
"42585","Zacler","CZE",3602,50.66,15.91,0
"42586","Zacoalco","MEX",16628,20.23,-103.58,0
"42587","Zacualpa","GTM",10365,15.08,-90.83,0
"42588","Zacualtipan","MEX",17260,20.65,-98.6,0
"42589","Zadar","HRV",71688,44.12,15.24,0
"42590","Zadawa","NGA",7640,11.45,10.37,0
"42591","Zadubravlje","HRV",994,45.16,18.15,0
"42592","Zadvorsko","HRV",1167,45.73,15.92,0
"42593","Zafarobod","TJK",13976,39.39,68.55,0
"42594","Zafarwal","PAK",23602,32.35,74.9,0
"42595","Zafra","ESP",15671,38.42,-6.41,0
"42596","Zagan","POL",26105,51.62,15.3,0
"42597","Zagare","LTU",2172,56.35,23.24,0
"42598","Zagarolo","ITA",15842,41.84,12.83,0
"42599","Zagon","ROU",5388,45.77,26.12,0
"42600","Zagora","GRC",2383,39.45,23.1,0
"42601","Zagora","MAR",35448,30.33,-5.86,0
"42602","Zagorje ob Savi","SVN",6783,46.14,15,0
"42603","Zagreb","HRV",700717,45.8,15.97,1
"42604","Zagvozd","HRV",971,43.4,17.06,0
"42605","Zagwan","TUN",17239,36.4,10.14,0
"42606","Zagyvarekas","HUN",3685,47.27,20.14,0
"42607","Zagyvaszanto","HUN",2058,47.78,19.68,0
"42608","Zahanah","DZA",20507,35.52,-0.42,0
"42609","Zahar","JOR",4223,32.57,35.78,0
"42610","Zahedan","IRN",570389,29.5,60.83,0
"42611","Zahesi","GEO",1914,41.82,44.76,0
"42612","Zahir Pir","PAK",34896,28.82,70.51,0
"42613","Zahlah","LBN",78981,33.84,35.92,0
"42614","Zahony","HUN",4805,48.41,22.19,0
"42615","Zahran al-Janub","SAU",21549,17.66,43.51,0
"42616","Zahu","IRQ",98963,37.14,42.7,0
"42617","Zaida","PAK",27474,34.07,72.47,0
"42618","Zainsk","RUS",42381,55.32,52.06,0
"42619","Zaio","MAR",30159,34.95,-2.74,0
"42620","Zajas","MKD",12431,41.59,20.94,0
"42621","Zajecar","SRB",39894,43.91,22.3,0
"42622","Zajeci","CZE",1445,48.87,16.77,0
"42623","Zajecov","CZE",1339,49.77,13.85,0
"42624","Zakanyszek","HUN",2734,46.27,19.9,0
"42625","Zakharo","GRC",6022,37.48,21.65,0
"42626","Zaki Biam","NGA",10620,7.52,9.61,0
"42627","Zakinthos","GRC",11626,37.79,20.9,0
"42628","Zakopane","POL",27390,49.29,19.96,0
"42629","Zakupy","CZE",2934,50.68,14.65,0
"42630","Zalaegerszeg","HUN",60626,46.85,16.83,0
"42631","Zalakomar","HUN",3088,46.55,17.18,0
"42632","Zalalovo","HUN",3180,46.86,16.58,0
"42633","Zalanga","NGA",12303,10.62,10.18,0
"42634","Zalantun","CHN",132408,48,122.72,0
"42635","Zalaszentgrot","HUN",7758,46.93,17.09,0
"42636","Zalau","ROU",63101,47.18,23.06,0
"42637","Zalec","SVN",4863,46.25,15.17,0
"42638","Zalinjay","SDN",29260,12.9,23.47,0
"42639","Zalishchyky","UKR",9660,48.64,25.73,0
"42640","Zalla","ESP",7958,43.22,-3.13,0
"42641","Zaltan","LBY",16645,32.95,11.87,0
"42642","Zaltbommel","NLD",26574,51.8,5.24,0
"42643","Zama","JPN",136503,35.5,139.4,0
"42644","Zamardi","HUN",2200,46.88,17.95,0
"42645","Zamberk","CZE",6037,50.1,16.46,0
"42646","Zambezi","ZMB",7140,-13.54,23.11,0
"42647","Zamboanga","PHL",469941,6.92,122.08,0
"42648","Zambrano","COL",9605,9.75,-74.82,0
"42649","Zambrano","HND",3866,14.27,-87.4,0
"42650","Zambrow","POL",22829,52.98,22.24,0
"42651","Zammurah","DZA",22477,35.73,0.76,0
"42652","Zamoly","HUN",2192,47.33,18.42,0
"42653","Zamora","ECU",15656,-4.07,-78.97,0
"42654","Zamora","HND",3070,15.63,-86.07,0
"42655","Zamora","MEX",125263,19.98,-102.27,0
"42656","Zamora","ESP",65744,41.52,-5.75,0
"42657","Zamosc","POL",65710,50.73,23.26,0
"42658","Zandhoven","BEL",12355,51.22,4.65,0
"42659","Zandov","CZE",1919,50.72,14.4,0
"42660","Zandvoort","NLD",16871,52.38,4.53,0
"42661","Zanesti","ROU",6052,46.82,26.55,0
"42662","Zangakatun","ARM",1125,39.81,45.05,0
"42663","Zango","NGA",12587,13.05,8.48,0
"42664","Zanjan","IRN",367464,36.67,48.5,0
"42665","Zankliverion","GRC",2311,40.57,23.29,0
"42666","Zanzibar","TZA",422300,-6.16,39.2,0
"42667","Zaoyang","CHN",185766,32.13,112.75,0
"42668","Zaozerne","UKR",4356,45.17,33.26,0
"42669","Zaozhuang","CHN",185145,34.88,117.57,0
"42670","Zapatoca","COL",6020,6.82,-73.27,0
"42671","Zapolyarnyy","RUS",17511,69.41,30.8,0
"42672","Zapopan","MEX",1003742,20.72,-103.4,0
"42673","Zaporizhzhya","UKR",791626,47.85,35.17,0
"42674","Zapotal del Norte","HND",2586,15.52,-88.05,0
"42675","Zapotiltic","MEX",22205,19.62,-103.43,0
"42676","Zapotitlan","GTM",1622,14.13,-89.83,0
"42677","Zapotlan","MEX",8427,19.97,-98.85,0
"42678","Zapotlanejo","MEX",29337,20.63,-103.07,0
"42679","Zapresic","HRV",17643,45.88,15.81,0
"42680","Zaqatala","AZE",18336,41.64,46.64,0
"42681","Zar","ARM",1334,40.26,44.74,0
"42682","Zara","TUR",20054,39.9,37.76,0
"42683","Zarafshon","UZB",64433,41.58,64.2,0
"42684","Zaragoza","COL",19407,7.49,-74.86,0
"42685","Zaragoza","SLV",11936,13.58,-89.29,0
"42686","Zaragoza","GTM",9614,14.65,-90.89,0
"42687","Zaragoza","MEX",10675,28.48,-100.92,0
"42688","Zaragoza","MEX",10746,19.77,-97.55,0
"42689","Zaragoza","MEX",8290,21.28,-97.72,0
"42690","Zaragoza","MEX",8356,22.03,-100.73,0
"42691","Zaragoza","PHL",7497,16.39,119.94,0
"42692","Zaragoza","ESP",658186,41.65,-0.89,0
"42693","Zaramidin","TUN",17495,35.58,10.73,0
"42694","Zarand","IRN",61545,30.8,56.58,0
"42695","Zaranj","AFG",35757,31.12,61.88,0
"42696","Zarasai","LTU",8023,55.73,26.25,0
"42697","Zarate","ARG",89316,-34.09,-59.04,0
"42698","Zarautz","ESP",22375,43.29,-2.17,0
"42699","Zaraysk","RUS",24492,54.77,38.88,0
"42700","Zaraza","VEN",42272,9.34,-65.32,0
"42701","Zarbiyat-al-Wad","DZA",24375,34.69,6.51,0
"42702","Zarcero","CRI",3645,10.18,-84.4,0
"42703","Zarechnyy","RUS",27718,56.81,61.33,0
"42704","Zarechnyy","RUS",61880,53.13,46.58,0
"42705","Zargun Sahr","AFG",14000,32.86,68.45,0
"42706","Zaria","NGA",998032,11.08,7.71,0
"42707","Zarichne","UKR",6611,51.82,26.13,0
"42708","Zarinshahr","IRN",57767,32.45,51.59,0
"42709","Zarinsk","RUS",52789,53.72,84.93,0
"42710","Zaritap","ARM",1317,39.64,45.51,0
"42711","Zarkos","GRC",1384,39.62,22.13,0
"42712","Zarnesti","ROU",25046,45.58,25.35,0
"42713","Zarnesti","ROU",5433,45.3,26.87,0
"42714","Zarnovica","SVK",6596,48.49,18.73,0
"42715","Zaros","GRC",2201,35.13,24.9,0
"42716","Zarovnica","HRV",934,46.26,16.04,0
"42717","Zartonk","ARM",1809,40.11,44.16,0
"42718","Zaruma","ECU",12861,-3.7,-79.64,0
"42719","Zarumilla","PER",17335,-3.5,-80.29,0
"42720","Zary","POL",38604,51.65,15.13,0
"42721","Zarzal","COL",28889,4.4,-76.07,0
"42722","Zasadbreg","HRV",898,46.45,16.41,0
"42723","Zaslavje","BLR",9478,54,27.28,0
"42724","Zasmuky","CZE",1800,49.95,15.03,0
"42725","Zasova","CZE",2816,49.48,18.05,0
"42726","Zastavka","CZE",2439,49.2,16.37,0
"42727","Zastavna","UKR",8459,48.52,25.85,0
"42728","Zastron","ZAF",12474,-30.29,27.08,0
"42729","Zatec","CZE",19467,50.33,13.54,0
"42730","Zatobolsk","KAZ",16646,53.2,63.69,0
"42731","Zaton","HRV",1105,43.79,15.83,0
"42732","Zaton","HRV",863,42.69,18.04,0
"42733","Zavallya","UKR",4965,48.2,30.02,0
"42734","Zaventem","BEL",28392,50.88,4.47,0
"42735","Zavet","BGR",3572,43.76,26.68,0
"42736","Zavidovici","BIH",14693,44.45,18.15,0
"42737","Zavodoukovsk","RUS",25687,56.51,66.54,0
"42738","Zavodskoy","KAZ",6077,52.48,72.02,0
"42739","Zavodskoy","RUS",14749,43.47,132.3,0
"42740","Zavodskoy","RUS",14928,43.12,44.71,0
"42741","Zavolzhye","RUS",43620,56.64,43.41,0
"42742","Zawadzkie","POL",8318,50.62,18.46,0
"42743","Zawiercie","POL",52895,50.49,19.42,0
"42744","Zawiyat Quntas","TUN",5067,35.63,10.77,0
"42745","Zawiyat Susah","TUN",8944,35.78,10.63,0
"42746","Zawiyat-al-Jadidi","TUN",6672,36.65,10.58,0
"42747","Zaysan","KAZ",17443,47.48,84.86,0
"42748","Zayta","PSE",3141,32.38,35.05,0
"42749","Zaza del Medio","CUB",8688,22,-79.38,0
"42750","Zbarazh","UKR",12621,49.67,25.78,0
"42751","Zbiroh","CZE",2650,49.85,13.77,0
"42752","Zboriste","BIH",5119,45.15,16.02,0
"42753","Zboriv","UKR",7095,49.67,25.15,0
"42754","Zborovice","CZE",1622,49.25,17.28,0
"42755","Zbraslavice","CZE",1365,49.82,15.18,0
"42756","Zbuch","CZE",1910,49.68,13.22,0
"42757","Zbysov","CZE",3864,49.13,16.82,0
"42758","Zd'ar nad Sazavou","CZE",23959,49.56,15.93,0
"42759","Zdanice","CZE",2711,49.07,17.03,0
"42760","Zdenci","HRV",1064,45.59,17.95,0
"42761","Zdiby","CZE",1452,50.17,14.45,0
"42762","Zdice","CZE",3816,49.9,13.98,0
"42763","Zdirec nad Doubravou","CZE",2993,49.7,15.82,0
"42764","Zdolbuniv","UKR",23482,50.52,26.25,0
"42765","Zdounky","CZE",2073,49.23,17.32,0
"42766","Zdovbytsya","UKR",4814,50.5,26.26,0
"42767","Zdralovi","HRV",1507,45.88,16.88,0
"42768","Zdunska Wola","POL",44348,51.61,18.94,0
"42769","Zdzieszowice","POL",13310,50.42,18.12,0
"42770","Ze Doca","BRA",33267,-3.29,-45.57,0
"42771","Zebbug","MLT",11129,35.87,14.43,0
"42772","Zebbug","MLT",1588,36.07,14.24,0
"42773","Zedelgem","BEL",21974,51.15,3.13,0
"42774","Zeerust","ZAF",17958,-25.54,26.08,0
"42775","Zeewolde","NLD",18926,52.37,5.54,0
"42776","Zefat","ISR",28351,32.97,35.51,0
"42777","Zefirion","GRC",8775,38.05,23.72,0
"42778","Zefta","EGY",93978,30.7,31.25,0
"42779","Zehdenick","DEU",14713,52.99,13.34,0
"42780","Zeist","NLD",61528,52.1,5.23,0
"42781","Zeitz","DEU",28855,51.06,12.13,0
"42782","Zejtun","MLT",11565,35.85,14.53,0
"42783","Zele","BEL",20189,51.07,4.03,0
"42784","Zelenchukskaya","RUS",21157,43.86,41.59,0
"42785","Zelenec","CZE",1789,50.13,14.67,0
"42786","Zelenikovo","MKD",4000,41.9,21.58,0
"42787","Zelenivka","UKR",5415,46.72,32.64,0
"42788","Zelenodol's'k","UKR",14113,47.6,33.68,0
"42789","Zelenodolsk","RUS",101493,55.84,48.66,0
"42790","Zelenograd","RUS",232818,55.94,37.29,0
"42791","Zelenokumsk","RUS",41653,44.41,43.88,0
"42792","Zelesice","CZE",1363,49.12,16.58,0
"42793","Zeletava","CZE",1593,49.13,15.68,0
"42794","Zelezna Ruda","CZE",2152,49.13,13.23,0
"42795","Zelezniki","SVN",3183,46.23,14.17,0
"42796","Zelezny Brod","CZE",6384,50.64,15.25,0
"42797","Zelhem","NLD",11378,52,6.34,0
"42798","Zeliezovce","SVK",7522,48.05,18.66,0
"42799","Zelino","MKD",25774,41.99,21.07,0
"42800","Zeljezno Polje","BIH",6038,44.41,17.93,0
"42801","Zell","CHE",1934,47.13,7.92,0
"42802","Zell","CHE",4883,47.45,8.82,0
"42803","Zell am See","AUT",10142,47.32,12.78,0
"42804","Zeltweg","AUT",7692,47.19,14.75,0
"42805","Zelzate","BEL",11830,51.2,3.82,0
"42806","Zemaiciu Naumiestis","LTU",1260,55.37,21.69,0
"42807","Zemen","BGR",2065,42.47,22.76,0
"42808","Zemes","ROU",5148,46.58,26.42,0
"42809","Zempoala","MEX",9471,19.45,-96.42,0
"42810","Zemst","BEL",21150,50.98,4.47,0
"42811","Zendejan","AFG",10261,34.34,61.74,0
"42812","Zengilen","AZE",7553,39.08,46.66,0
"42813","Zenica","BIH",174741,44.2,17.91,0
"42814","Zentsuji","JPN",35286,34.23,133.79,0
"42815","Zepce","BIH",8839,44.43,18.04,0
"42816","Zerbst","DEU",15555,51.97,12.08,0
"42817","Zerdab","AZE",10724,40.22,47.71,0
"42818","Zermatt","CHE",6107,46.02,7.75,0
"42819","Zernograd","RUS",29426,46.85,40.31,0
"42820","Zestaphoni","GEO",23846,42.11,43.01,0
"42821","Zetaquira","COL",1064,5.29,-73.17,0
"42822","Zetea","ROU",5641,46.38,25.37,0
"42823","Zeugolation","GRC",4516,37.93,22.8,0
"42824","Zevenaar","NLD",26111,51.94,6.07,0
"42825","Zevenhuizen-Moerkapelle","NLD",10293,52.02,4.58,0
"42826","Zevio","ITA",13653,45.37,11.13,0
"42827","Zeya","RUS",26738,53.75,127.27,0
"42828","Zeyem","AZE",7491,40.9,45.92,0
"42829","Zgierz","POL",57926,51.87,19.41,0
"42830","Zgorzelec","POL",33086,51.15,15.01,0
"42831","Zhaksy","KAZ",5029,51.91,67.31,0
"42832","Zhaksykylysh","KAZ",8141,46.83,61.94,0
"42833","Zhalagash","KAZ",14354,45.08,64.67,0
"42834","Zhalainuoer","CHN",108663,49.47,117.71,0
"42835","Zhambyl","KAZ",1308,47.21,71.4,0
"42836","Zhanakorgan","KAZ",21531,43.91,67.24,0
"42837","Zhanaozen","KAZ",55484,43.37,52.82,0
"42838","Zhanatas","KAZ",33382,43.56,69.73,0
"42839","Zhangdian","CHN",673696,36.8,118.06,0
"42840","Zhangiztobe","KAZ",4361,49.22,81.21,0
"42841","Zhangjiakou","CHN",726070,40.83,114.93,0
"42842","Zhangshui","CHN",84388,28.07,115.53,0
"42843","Zhangye","CHN",96817,38.93,100.45,0
"42844","Zhangzhou","CHN",610379,24.52,117.67,0
"42845","Zhanjiang","CHN",658290,21.2,110.38,0
"42846","Zhaocheng","CHN",101365,37.36,120.41,0
"42847","Zhaodong","CHN",154747,46.07,125.98,0
"42848","Zhaogezhuang","CHN",87274,39.73,118.39,0
"42849","Zhaoqing","CHN",371843,23.05,112.45,0
"42850","Zhaotong","CHN",110530,27.32,103.72,0
"42851","Zhaoyang","CHN",106485,32.94,119.82,0
"42852","Zhaoyuan","CHN",59502,45.51,125.07,0
"42853","Zhaozhou","CHN",62511,45.71,125.26,0
"42854","Zharkent","KAZ",34431,44.17,79.98,0
"42855","Zharma","KAZ",1232,49.32,81.27,0
"42856","Zhashkiv","UKR",15125,49.25,30.1,0
"42857","Zhayrem","KAZ",11423,48.24,70.58,0
"42858","Zhdanivka","UKR",13059,48.16,38.26,0
"42859","Zhdanov","ARM",1505,40.16,44.09,0
"42860","Zhelezinka","KAZ",5173,53.54,75.31,0
"42861","Zheleznogorsk","RUS",93861,56.25,93.53,0
"42862","Zheleznogorsk","RUS",98726,52.35,35.41,0
"42863","Zheleznogorsk-Ilimskiy","RUS",28247,56.57,104.12,0
"42864","Zheleznovodsk","RUS",24461,44.14,43.02,0
"42865","Zhemgang","BTN",866,27.23,90.65,0
"42866","Zhengjiatun","CHN",94112,43.51,123.5,0
"42867","Zhengzhou","CHN",2023495,34.75,113.67,3
"42868","Zhenhai","CHN",62524,29.95,121.73,0
"42869","Zhenhai","CHN",74831,26.42,103.3,0
"42870","Zhenjiang","CHN",635937,32.22,119.43,0
"42871","Zhenlai","CHN",68083,45.85,123.19,0
"42872","Zherdevka","RUS",15844,51.85,41.46,0
"42873","Zhetybay","KAZ",11810,43.6,52.08,0
"42874","Zhetysay","KAZ",29621,40.8,68.35,0
"42875","Zhezdy","KAZ",6278,47.58,67.95,0
"42876","Zhezkazgan","KAZ",104438,47.78,67.77,0
"42877","Zhezkent","KAZ",8816,50.93,81.36,0
"42878","Zhicheng","CHN",160469,30.3,111.49,0
"42879","Zhicheng","CHN",59678,27.05,118.31,0
"42880","Zhicheng","CHN",64314,31,119.9,0
"42881","Zhifang","CHN",77205,30.54,114.3,0
"42882","Zhigulyovsk","RUS",49315,53.42,49.5,0
"42883","Zhirnovsk","RUS",17939,50.98,44.77,0
"42884","Zhitikara","KAZ",43952,52.19,61.24,0
"42885","Zhmerynka","UKR",35634,49.03,28.1,0
"42886","Zhob","PAK",51346,31.35,69.44,0
"42887","Zholymbet","KAZ",6915,51.75,71.71,0
"42888","Zhonglong","CHN",58608,29.78,104.84,0
"42889","Zhongshan","CHN",346670,22.53,113.35,0
"42890","Zhongshu","CHN",92839,24.53,103.76,0
"42891","Zhongxing","CHN",57644,33.7,118.66,0
"42892","Zhoucheng","CHN",105062,24.36,102.55,0
"42893","Zhoucheng","CHN",72492,35.91,116.3,0
"42894","Zhoucun","CHN",122944,36.8,117.84,0
"42895","Zhoukou","CHN",387228,33.64,114.63,0
"42896","Zhovkva","UKR",12855,50.07,23.97,0
"42897","Zhovti Vody","UKR",51057,48.34,33.51,0
"42898","Zhovtneve","UKR",4606,50.65,24.27,0
"42899","Zhuanghe","CHN",80638,39.69,122.97,0
"42900","Zhucheng","CHN",110613,35.99,119.38,0
"42901","Zhuhai","CHN",513953,22.28,113.57,0
"42902","Zhuji","CHN",111695,29.71,120.24,0
"42903","Zhukovka","RUS",19681,53.53,33.72,0
"42904","Zhukovskiy","RUS",101247,55.55,38.25,0
"42905","Zhumadian","CHN",266029,32.97,114.05,0
"42906","Zhumysker","KAZ",6866,49.33,49.4,0
"42907","Zhunmen","CHN",508564,22.41,113.98,0
"42908","Zhuozhou","CHN",117276,39.53,115.79,0
"42909","Zhurivka","UKR",6311,50.5,31.78,0
"42910","Zhuwang","CHN",56766,36.91,121.51,0
"42911","Zhuzhou","CHN",711493,27.83,113.15,0
"42912","Zhydachiv","UKR",11256,49.38,24.14,0
"42913","Zhympity","KAZ",6282,50.25,52.6,0
"42914","Zhytomyr","UKR",281730,50.25,28.67,0
"42915","Ziar","SVK",19252,48.59,18.86,0
"42916","Ziarat","PAK",749,30.39,67.73,0
"42917","Zidlochovice","CZE",3072,49.03,16.62,0
"42918","Ziduri","ROU",4713,45.3,27.08,0
"42919","Ziebice","POL",9246,50.6,17.05,0
"42920","Zielona Gora","POL",118560,51.94,15.49,0
"42921","Zielonka","POL",17779,52.3,21.17,0
"42922","Ziezmariai","LTU",4113,54.8,24.44,0
"42923","Zig","AZE",6100,40.37,49.98,0
"42924","Zigong","CHN",691930,29.4,104.78,0
"42925","Zigos","GRC",1508,41.02,24.38,0
"42926","Ziguinchor","SEN",161853,12.59,-16.29,0
"42927","Zigut Yusuf","DZA",36979,36.53,6.7,0
"42928","Zihle","CZE",1421,50.05,13.38,0
"42929","Zihuatanejo","MEX",62314,17.63,-101.57,0
"42930","Zikhron Ya'aqov","ISR",17217,32.58,34.95,0
"42931","Zile","TUR",56220,40.3,35.89,0
"42932","Zilina","SVK",86136,49.22,18.74,0
"42933","Zilupe","LVA",1887,56.4,28.11,0
"42934","Zima","RUS",32819,53.93,102.04,0
"42935","Zimapan","MEX",12579,20.75,-99.35,0
"42936","Zimatlan","MEX",10111,16.87,-96.78,0
"42937","Zimmi","SLE",4928,7.32,-11.31,0
"42938","Zimnicea","ROU",15113,43.68,25.36,0
"42939","Zimovniki","RUS",17675,47.15,42.46,0
"42940","Zin'kiv","UKR",10229,50.21,34.36,0
"42941","Zinacantepec","MEX",56815,19.28,-99.74,0
"42942","Zinacatepec","MEX",15066,18.33,-97.25,0
"42943","Zinapecuaro","MEX",15000,19.87,-100.82,0
"42944","Zinder","NER",196744,13.8,8.99,0
"42945","Zingem","BEL",6588,50.9,3.65,0
"42946","Ziniare","BFA",12901,12.58,-1.3,0
"42947","Zions Hill",NA,303,17.62,-63.22,0
"42948","Zipacon","COL",1515,4.75,-74.38,0
"42949","Zipaquira","COL",93709,5.03,-74.01,0
"42950","Ziparion","GRC",2802,36.88,27.2,0
"42951","Ziralda","DZA",17226,36.72,2.83,0
"42952","Zirc","HUN",7280,47.26,17.87,0
"42953","Zire","AZE",10194,40.37,50.28,0
"42954","Ziri","SVN",3597,46.04,14.11,0
"42955","Zirl","AUT",6685,47.29,11.23,0
"42956","Zirndorf","DEU",26046,49.46,10.96,0
"42957","Ziroudani","COM",1249,-12.33,43.78,0
"42958","Zirovnice","CZE",3106,49.25,15.2,0
"42959","Zistersdorf","AUT",5667,48.54,16.76,0
"42960","Zitacuaro","MEX",79354,19.44,-100.36,0
"42961","Zitenice","CZE",1480,50.55,14.17,0
"42962","Zitiste","SRB",3316,45.49,20.55,0
"42963","Zitose","MKD",2132,41.42,21.29,0
"42964","Zittau","DEU",25469,50.9,14.81,0
"42965","Zittig","LUX",39,49.73,6.34,0
"42966","Zivandani","COM",990,-11.65,43.27,0
"42967","Zivinice","BIH",14096,44.45,18.65,0
"42968","Zivinice","BIH",3897,44.55,17.38,0
"42969","Ziway","ETH",53125,7.93,38.71,0
"42970","Ziyamet","CYP",1615,35.47,34.14,0
"42971","Ziyang","CHN",87649,30.14,104.64,0
"42972","Ziyodin","UZB",19343,40.06,65.77,0
"42973","Zizelice","CZE",1339,50.13,15.4,0
"42974","Zizers","CHE",3012,46.93,9.57,0
"42975","Zlatar","HRV",2906,46.09,16.07,0
"42976","Zlatarica","BGR",2381,43.05,25.9,0
"42977","Zlate Hory","CZE",4411,50.27,17.4,0
"42978","Zlate Moravce","SVK",15618,48.39,18.4,0
"42979","Zlatibor","SRB",2565,43.72,19.7,0
"42980","Zlatica","BGR",5881,42.71,24.15,0
"42981","Zlatna","ROU",8320,46.13,23.23,0
"42982","Zlatograd","BGR",7141,41.39,25.11,0
"42983","Zlatoust","RUS",190341,55.17,59.65,0
"42984","Zlechov","CZE",1563,49.07,17.38,0
"42985","Zletovo","MKD",3309,41.99,22.24,0
"42986","Zlin","CZE",78335,49.23,17.65,0
"42987","Zlitan","LBY",101898,32.48,14.56,0
"42988","Zliv","CZE",3629,49.07,14.37,0
"42989","Zlobin","BLR",73334,52.89,30.03,0
"42990","Zlocieniec","POL",13236,53.53,16,0
"42991","Zlonice","CZE",2259,50.28,14.1,0
"42992","Zlotoryja","POL",16590,51.12,15.91,0
"42993","Zlotow","POL",18440,53.36,17.03,0
"42994","Zlutice","CZE",2785,50.1,13.18,0
"42995","Zlynka","UKR",4935,48.48,31.55,0
"42996","Zmajevac","HRV",980,45.8,18.8,0
"42997","Zmijavci","HRV",2143,43.41,17.21,0
"42998","Zmiyiv","UKR",15868,49.7,36.38,0
"42999","Znam'yanka","UKR",28061,48.71,32.66,0
"43000","Znam'yanka Druha","UKR",5540,48.71,32.6,0
"43001","Znamenivka","UKR",4191,48.66,35.47,0
"43002","Znin","POL",13961,52.85,17.71,0
"43003","Znojmo","CZE",34984,48.86,16.06,0
"43004","Zodzina","BLR",61256,54.1,28.35,0
"43005","Zoersel","BEL",20801,51.27,4.7,0
"43006","Zoetermeer","NLD",117479,52.07,4.49,0
"43007","Zofingen","CHE",12109,47.29,7.95,0
"43008","Zografos","GRC",73935,37.98,23.77,0
"43009","Zola Predosa","ITA",16720,44.49,11.2,0
"43010","Zolakar","ARM",5652,40.13,45.38,0
"43011","Zollikofen","CHE",9063,47.01,7.44,0
"43012","Zollikon","CHE",12093,47.34,8.58,0
"43013","Zolochiv","UKR",11059,50.27,35.98,0
"43014","Zolochiv","UKR",22403,49.8,24.9,0
"43015","Zolote","UKR",17017,48.69,38.52,0
"43016","Zolotepec","MEX",10065,19.42,-99.49,0
"43017","Zolotonosha","UKR",27471,49.67,32.03,0
"43018","Zomba","HUN",2277,46.4,18.57,0
"43019","Zomba","MWI",83551,-15.39,35.31,0
"43020","Zomergem","BEL",8151,51.12,3.55,0
"43021","Zomin","UZB",27478,39.96,68.41,0
"43022","Zonguldak","TUR",99013,41.46,31.8,0
"43023","Zonhoven","BEL",20114,50.98,5.35,0
"43024","Zoniana","GRC",1736,35.3,24.83,0
"43025","Zonnebeke","BEL",11582,50.87,2.98,0
"43026","Zoopigi","CYP",209,34.87,33.02,0
"43027","Zopilotepe","HND",1324,14.6,-86.27,0
"43028","Zorak","ARM",1383,40.09,44.39,0
"43029","Zoran-Qadima","ISR",16834,32.29,34.91,0
"43030","Zoravan","ARM",1161,40.36,44.52,0
"43031","Zorgo","BFA",24773,12.24,-0.61,0
"43032","Zorleni","ROU",9493,46.27,27.72,0
"43033","Zorritos","PER",12572,-3.67,-80.66,0
"43034","Zory","POL",63092,50.07,18.69,0
"43035","Zorya","UKR",5196,45.99,29.72,0
"43036","Zoryns'k","UKR",8432,48.41,38.56,0
"43037","Zossen","DEU",17312,52.22,13.45,0
"43038","Zottegem","BEL",24402,50.87,3.8,0
"43039","Zoutleeuw","BEL",7926,50.83,5.1,0
"43040","Zouxian","CHN",191654,35.41,116.94,0
"43041","Zovaber","ARM",1463,40.57,44.79,0
"43042","Zovuni","ARM",4464,40.51,44.43,0
"43043","Zrece","SVN",2876,46.38,15.38,0
"43044","Zrenjanin","SRB",79346,45.37,20.4,0
"43045","Zrnovci","MKD",3225,41.85,22.45,0
"43046","Zrnovnica","HRV",2539,43.52,16.56,0
"43047","Zrnovo","HRV",1304,42.95,17.11,0
"43048","Zruc nad Sazavou","CZE",4865,49.74,15.09,0
"43049","Zruc-Senec","CZE",2629,49.8,13.43,0
"43050","Zsambek","HUN",4835,47.55,18.72,0
"43051","Zsambok","HUN",2496,47.55,19.62,0
"43052","Zsombo","HUN",3252,46.32,19.98,0
"43053","Zubo","NGA",12073,9.11,7.21,0
"43054","Zubovka","KAZ",2560,49.7,83.83,0
"43055","Zububa","PSE",2123,32.55,35.22,0
"43056","Zuchwil","CHE",9321,47.2,7.56,0
"43057","Zuenoula","CIV",35420,7.44,-6.05,0
"43058","Zug","CHE",23475,47.18,8.52,0
"43059","Zugdidi","GEO",74431,42.5,41.86,0
"43060","Zuhres","UKR",18947,48.02,38.27,0
"43061","Zuidhorn","NLD",18231,53.25,6.46,0
"43062","Zuienkerke","BEL",2722,51.27,3.17,0
"43063","Zulpich","DEU",20419,50.7,6.65,0
"43064","Zulte","BEL",14692,50.92,3.43,0
"43065","Zulueta","CUB",6152,22.36,-79.66,0
"43066","Zumaia","ESP",8793,43.3,-2.25,0
"43067","Zumarraga","ESP",10010,43.09,-2.32,0
"43068","Zumikon","CHE",4772,47.34,8.61,0
"43069","Zumpango","MEX",21342,17.65,-99.5,0
"43070","Zumpango","MEX",48848,19.81,-99.11,0
"43071","Zundert","NLD",20521,51.47,4.66,0
"43072","Zungeru","NGA",25003,9.81,6.16,0
"43073","Zunil","GTM",10435,14.78,-91.48,0
"43074","Zunilito","GTM",2948,14.62,-91.52,0
"43075","Zunyi","CHN",484980,27.7,106.92,0
"43076","Zunzgen","CHE",2669,47.43,7.8,0
"43077","Zupa","MKD",6343,41.48,20.58,0
"43078","Zupanja","HRV",13858,45.07,18.7,0
"43079","Zur Hadassa","ISR",3934,31.72,35.1,0
"43080","Zurich","CHE",338754,47.38,8.54,0
