"","name","country.etc","pop","lat","long","capital"
"1","'Abasan al-Jadidah","PSE",5629,31.31,34.34,0
"2","'Abasan al-Kabirah","PSE",18999,31.32,34.35,0
"3","'Abdul Hakim","PAK",47788,30.55,72.11,0
"4","'Abdullah-as-Salam","KWT",21817,29.36,47.98,0
"5","'Abud","PSE",2456,32.03,35.07,0
"6","'Abwein","PSE",3434,32.03,35.2,0
"7","'Adadlay","SOM",9198,9.77,44.65,0
"8","'Adale","SOM",5492,2.75,46.3,0
"9","'Afak","IRQ",22706,32.07,45.26,0
"10","'Afif","SAU",41731,23.92,42.93,0
"11","'Afrin","SYR",51139,36.51,36.87,0
"12","'Afula","ISR",39151,32.62,35.29,0
"13","'Ajabshir","IRN",30766,37.48,45.91,0
"14","'Ajjah","PSE",5143,32.37,35.2,0
"15","'Ajlun","JOR",8629,32.34,35.74,0
"16","'Ajman","ARE",238605,25.42,55.43,0
"17","'Akko","ISR",45606,32.94,35.08,0
"18","'Al'al","JOR",4526,32.63,35.9,0
"19","'Alayh","LBN",27523,33.81,35.61,0
"20","'Alem Maya","ETH",11513,9.4,42.01,0
"21","'Ali","BHR",57024,26.15,50.53,0
"22","'Ali Hayl","AFG",12834,33.94,69.7,0
"23","'Ali Sabih","DJI",40715,11.16,42.71,0
"24","'Ali al Garbi","IRQ",20370,32.46,46.68,0
"25","'Alula","SOM",5158,11.97,50.76,0
"26","'Amman","JOR",1303197,31.95,35.93,1
"27","'Amran","YEM",35989,15.66,43.94,0
"28","'Amuda","SYR",45980,37.1,40.93,0
"29","'Anabta","PSE",7311,32.31,35.12,0
"30","'Anah","IRQ",20297,34.47,41.93,0
"31","'Anata","PSE",9149,31.81,35.28,0
"32","'Anin","PSE",3717,32.5,35.17,0
"33","'Anjarah","JOR",17977,32.31,35.75,0
"34","'Ank","SAU",21934,26.53,50.02,0
"35","'Anzah","PSE",2006,32.37,35.22,0
"36","'Aqbah Jabbar","PSE",6337,31.83,35.45,0
"37","'Aqqaba","PSE",6064,32.35,35.35,0
"38","'Aqraba","PSE",7925,32.15,35.38,0
"39","'Aqrah","IRQ",35844,36.76,43.91,0
"40","'Ar'ara","ISR",15841,32.49,35.1,0
"41","'Arad","ISR",22757,31.26,35.22,0
"42","'Arrabah","PSE",9983,32.43,35.21,0
"43","'Arrabe","ISR",20316,32.85,35.33,0
"44","'Arranah","PSE",2144,32.5,35.32,0
"45","'Arurah","PSE",2966,32.04,35.17,0
"46","'Asirah al-Qibliyah","PSE",2284,32.18,35.21,0
"47","'Asirah as-Samaliyah","PSE",7754,32.25,35.27,0
"48","'Askar","PSE",12694,32.22,35.28,0
"49","'Ataq","YEM",2982,14.55,46.88,0
"50","'Atarah","PSE",2347,32,35.21,0
"51","'Atbarah","SDN",109734,17.71,33.98,0
"52","'Atlit","ISR",4686,32.68,34.93,0
"53","'Attil","PSE",10389,32.37,35.07,0
"54","'Awarta","PSE",5808,32.17,35.28,0
"55","'Awsajah","TUN",3807,37.13,10.1,0
"56","'Aydah","PSE",3258,31.73,35.2,0
"57","'Ayn 'Azl","DZA",45884,35.85,5.5,0
"58","'Ayn Abid","DZA",30348,36.23,6.94,0
"59","'Ayn Arnat","DZA",36553,36.19,5.31,0
"60","'Ayn Binyan","DZA",30870,36.8,2.92,0
"61","'Ayn Bissam","DZA",30063,36.29,3.67,0
"62","'Ayn Biya","DZA",38658,35.82,-0.29,0
"63","'Ayn Bu Sif","DZA",12131,35.9,3.15,0
"64","'Ayn Dahab","DZA",37664,34.85,1.55,0
"65","'Ayn Darahim","TUN",7136,36.78,8.69,0
"66","'Ayn Fakrun","DZA",71763,35.98,6.87,0
"67","'Ayn Ibn Fuhayd","SAU",5239,26.78,44.22,0
"68","'Ayn Jalulah","TUN",1967,35.8,9.8,0
"69","'Ayn Janna","JOR",9773,32.33,35.77,0
"70","'Ayn Kirsah","DZA",33849,35.93,6.7,0
"71","'Ayn Malilah","DZA",72889,36.04,6.57,0
"72","'Ayn Maran","DZA",35821,36.15,0.98,0
"73","'Ayn Qazzam","DZA",66455,19.53,5.69,0
"74","'Ayn Salah","DZA",51599,27.2,2.47,0
"75","'Ayn Samara","DZA",29919,36.27,6.5,0
"76","'Ayn Tadalas","DZA",22908,35.94,0.37,0
"77","'Ayn Tayah","DZA",21918,36.8,3.29,0
"78","'Ayn Timusanat","DZA",57621,35.3,-1.15,0
"79","'Ayn Wilman","DZA",71132,35.93,5.3,0
"80","'Ayn Wissarah","DZA",124725,35.46,2.9,0
"81","'Ayn Yabrud","PSE",3554,31.95,35.25,0
"82","'Ayn ad-Daflah","DZA",50202,36.27,1.96,0
"83","'Ayn al-Basa","JOR",27707,32.07,35.83,0
"84","'Ayn al-Bayda","DZA",107946,35.81,7.39,0
"85","'Ayn as-Safra","DZA",66225,32.76,-0.58,0
"86","'Ayn at-Tutah","DZA",75425,35.39,5.89,0
"87","'Ayn-al-'Arab","SYR",52115,36.89,38.37,0
"88","'Ayn-al-Bard","DZA",16906,35.35,-0.52,0
"89","'Ayn-al-Habira","DZA",44736,36.33,5.48,0
"90","'Ayn-al-Hajal","DZA",44433,35.69,3.87,0
"91","'Ayn-al-Hajar","DZA",13399,34.77,0.15,0
"92","'Ayn-al-Hammam","DZA",28560,36.57,4.31,0
"93","'Ayn-al-Ibl","DZA",34628,34.35,3.21,0
"94","'Ayn-al-Milh","DZA",41897,34.85,4.16,0
"95","'Ayn-at-Turk","DZA",46996,35.74,-0.77,0
"96","'Aynabus","PSE",2219,32.15,35.25,0
"97","'Ayun","MRT",22521,16.66,-9.62,0
"98","'Ayy","JOR",7454,31.13,35.64,0
"99","'Azazgah","DZA",41672,36.75,4.37,0
"100","'Azmut","PSE",2722,32.21,35.32,0
"101","'Azzabah","DZA",78492,36.75,7.1,0
"102","'Azzun","PSE",8255,32.17,35.06,0
"103","'Eilabun","ISR",4296,32.83,35.4,0
"104","'Ein Mahel","ISR",11014,32.72,35.35,0
"105","'Ein Qiniyye","ISR",2101,31.93,35.15,0
"106","'Ek","SOM",4411,9,45.36,0
"107","'Elbur","SOM",9211,4.69,46.62,0
"108","'Eldere","SOM",27093,3.85,47.18,0
"109","'Erigabo","SOM",34530,10.63,47.36,0
"110","'Ibri","OMN",103776,23.25,56.5,0
"111","'Illar","PSE",6874,32.37,35.11,0
"112","'Ilut","ISR",6536,32.72,35.25,0
"113","'Immanu'el","ISR",2604,32.15,35.13,0
"114","'Inbah","JOR",6806,32.48,35.76,0
"115","'Ir Hahamisha","ISR",34981,32.95,35.16,0
"116","'Irbin","SYR",42929,33.53,36.37,0
"117","'Irjan","JOR",5157,32.4,35.73,0
"118","'Irqah","SAU",11359,24.69,46.6,0
"119","'Isa","BHR",38319,26.17,50.55,0
"120","'Izbat Bayt Hanun","PSE",7374,31.55,35.07,0
"121","'Ofra","ISR",2719,31.92,35.23,0
"122","'Omer","ISR",6167,31.29,34.85,0
"123","'Umayriyah","KWT",20799,29.29,47.91,0
"124","'Unayzah","SAU",135945,26.1,43.98,0
"125","'Urif","PSE",2837,32.16,35.22,0
"126","'Usayrah","SAU",7533,21.76,40.65,0
"127","'Uyun al-Jiwa'","SAU",6607,26.53,43.69,0
"128","A Coruna","ESP",243088,43.33,-8.42,0
"129","A Estrada","ESP",21997,42.7,-8.5,0
"130","A Laracha","ESP",10856,43.25,-8.59,0
"131","A Pobra do Caraminal","ESP",9955,42.61,-8.94,0
"132","A Ver-o-Mar","PRT",10971,41.4,-8.76,0
"133","A dos Cunhados","PRT",6508,39.15,-9.29,0
"134","A i Afjord","NOR",1163,63.97,10.21,0
"135","A'zaz","SYR",60737,36.59,37.06,0
"136","Aa en Hunze","NLD",25005,53.05,6.7,0
"137","Aabenraa","DNK",16409,55.05,9.42,0
"138","Aabybro","DNK",4922,57.15,9.75,0
"139","Aachen","DEU",273472,50.77,6.09,0
"140","Aadorf","CHE",7720,47.49,8.9,0
"141","Aakirkeby","DNK",2227,55.07,14.93,0
"142","Aakre","EST",294,58.1,26.19,0
"143","Aalborg","DNK",122794,57.03,9.93,0
"144","Aalburg","NLD",12438,51.75,5.13,0
"145","Aalen","DEU",67188,48.85,10.09,0
"146","Aalestrup","DNK",2784,56.7,9.5,0
"147","Aalsmeer","NLD",23067,52.27,4.76,0
"148","Aalst","BEL",77876,50.93,4.03,0
"149","Aalten","NLD",19283,51.94,6.57,0
"150","Aalter","BEL",18857,51.08,3.45,0
"151","Aanekoski","FIN",13358,62.61,25.69,0
"152","Aappilattoq","GRL",189,60.17,-44.49,0
"153","Aappilattoq","GRL",213,72.88,-55.59,0
"154","Aarau","CHE",15539,47.4,8.04,0
"155","Aarberg","CHE",3911,47.05,7.28,0
"156","Aarburg","CHE",6932,47.32,7.89,0
"157","Aardla","EST",138,58.31,26.78,0
"158","Aarna","EST",246,58.07,26.97,0
"159","Aars","DNK",7247,56.8,9.53,0
"160","Aarschot","BEL",27646,50.98,4.83,0
"161","Aartselaar","BEL",14130,51.13,4.38,0
"162","Aarup","DNK",2611,55.38,10.07,0
"163","Aarwangen","CHE",4190,47.23,7.75,0
"164","Aasiaat","GRL",3100,68.71,-52.85,0
"165","Aasmae","EST",636,59.24,24.51,0
"166","Aaspere","EST",314,59.42,26.12,0
"167","Aaviku","EST",95,59.34,24.91,0
"168","Aba","HUN",4476,47.03,18.53,0
"169","Aba","NGA",931872,5.1,7.35,0
"170","Abadan","IRN",415139,30.33,48.28,0
"171","Abadeh","IRN",58138,31.18,52.67,0
"172","Abadszalok","HUN",4635,47.47,20.6,0
"173","Abaetetuba","BRA",79660,-1.72,-48.89,0
"174","Abai","PRY",3134,-26.03,-55.94,0
"175","Abaji","NGA",14792,8.54,6.89,0
"176","Abak","NGA",12717,4.98,7.8,0
"177","Abakaliki","NGA",137844,6.33,8.11,0
"178","Abakan","RUS",168024,53.72,91.43,0
"179","Abalak","NER",13873,15.45,6.29,0
"180","Abana","TUR",4031,41.98,34.01,0
"181","Abancay","PER",56262,-13.64,-72.89,0
"182","Abano Terme","ITA",19167,45.35,11.78,0
"183","Abanto Zierbena","ESP",9505,43.32,-3.08,0
"184","Abaokoro","KIR",753,-2.5,175.97,0
"185","Abapo","BOL",2510,-18.83,-63.46,0
"186","Abaran","ESP",12890,38.2,-1.4,0
"187","Abasar","HUN",3174,47.8,20,0
"188","Abasha","GEO",6161,42.21,42.21,0
"189","Abashiri","JPN",42324,44.02,144.27,0
"190","Abasolo","MEX",26069,20.45,-101.52,0
"191","Abastumani","GEO",1272,41.7,42.85,0
"192","Abaujszanto","HUN",3352,48.28,21.18,0
"193","Abay","KAZ",34706,49.65,72.86,0
"194","Abaza","RUS",18112,52.66,90.09,0
"195","Abbeville","FRA",26656,50.12,1.83,0
"196","Abbeyfeale","IRL",1752,52.39,-9.3,0
"197","Abbeyleix","IRL",1732,52.9,-7.35,0
"198","Abbiategrasso","ITA",30515,45.41,8.91,0
"199","Abbotsford","CAN",157795,49.06,-122.3,0
"200","Abda","HUN",2995,47.7,17.55,0
"201","Abdanan","IRN",18775,32.94,47.47,0
"202","Abdulino","RUS",21087,53.7,53.67,0
"203","Abeche","TCD",75855,13.84,20.83,0
"204","Abejorral","COL",7395,5.8,-75.43,0
"205","Abengourou","CIV",106996,6.73,-3.49,0
"206","Abeokuta","NGA",612277,7.16,3.35,0
"207","Abercarn-Newbridge","GBR",10146,51.65,-3.14,0
"208","Aberdare","GBR",33048,51.72,-3.46,0
"209","Aberdeen","GBR",184031,57.15,-2.1,0
"210","Abergavenny","GBR",14251,51.83,-3.02,0
"211","Abergele","GBR",17819,53.28,-3.58,0
"212","Aberkenfig-Bryncoch","GBR",10111,51.54,-3.6,0
"213","Aberpura","IDN",66257,-2.63,140.58,0
"214","Abertamy","CZE",1399,50.37,12.82,0
"215","Abertillery","GBR",11350,51.73,-3.13,0
"216","Aberystwyth","GBR",19081,52.42,-4.09,0
"217","Abha","SAU",220244,18.23,42.5,0
"218","Abhar","IRN",72386,36.15,49.22,0
"219","Abhaynagar","BGD",43723,23.02,89.47,0
"220","Abidjan","CIV",3796677,5.33,-4.03,0
"221","Abiko","JPN",132577,35.88,140.03,0
"222","Abilene","USA",113888,32.45,-99.74,0
"223","Abingdon","GBR",37442,51.68,-1.29,0
"224","Abinsk","RUS",35000,44.87,38.16,0
"225","Abiy Adi","ETH",10626,13.44,39.08,0
"226","Abja-Paluoja","EST",1362,58.13,25.35,0
"227","Abnub","EGY",70147,27.27,31.15,0
"228","Abo Homos","EGY",34791,31.1,30.31,0
"229","Abo Kabir","EGY",102437,30.73,31.67,0
"230","Abo Korkas","EGY",62495,27.93,30.82,0
"231","Abo Teeg","EGY",72583,27.05,31.31,0
"232","Abo el Matamer","EGY",42038,30.92,30.18,0
"233","Abocho","NGA",6953,7.57,6.98,0
"234","Aboh","NGA",9459,5.48,7.24,0
"235","Abohar","IND",132117,30.14,74.2,0
"236","Aboisso","CIV",38731,5.47,-3.2,0
"237","Abomey","BEN",83455,7.19,1.99,0
"238","Abomey-Calavi","BEN",413812,6.44,2.36,0
"239","Abomsa","ETH",15716,9.99,39.98,0
"240","Abong Mbang","CMR",15002,3.99,13.17,0
"241","Abonnema","NGA",70293,4.69,6.79,0
"242","Abony","HUN",16489,47.19,20.01,0
"243","Aboso","GHA",9005,5.37,-1.93,0
"244","Abottabad","PAK",131014,34.15,73.2,0
"245","Above Rocks","JAM",4889,18.1,-76.88,0
"246","Abovyan","ARM",1373,40.05,44.55,0
"247","Abovyan","ARM",34762,40.27,44.62,0
"248","Abraka","NGA",7080,5.78,6.1,0
"249","Abram","GBR",10121,53.52,-2.58,0
"250","Abrantes","PRT",13860,39.47,-8.19,0
"251","Abraq Hitan","KWT",49242,29.29,47.98,0
"252","Abraveses","PRT",9684,40.67,-7.91,0
"253","Abrego","COL",11026,8.08,-73.22,0
"254","Abrera","ESP",9966,41.52,1.9,0
"255","Abreu e Lima","BRA",82765,-7.95,-34.88,0
"256","Abreus","CUB",16759,22.28,-80.57,0
"257","Abriaqui","COL",1315,6.63,-76.06,0
"258","Abricots","HTI",1256,18.63,-74.3,0
"259","Abrud","ROU",6086,46.28,23.06,0
"260","Absam","AUT",6650,47.3,11.5,0
"261","Abtenau","AUT",5865,47.55,13.35,0
"262","Abu 'Alanda","JOR",30818,31.9,35.97,0
"263","Abu 'Aris","SAU",50361,16.97,42.83,0
"264","Abu 'Usar","SDN",12287,14.92,33.18,0
"265","Abu Dhabi","ARE",619316,24.48,54.37,1
"266","Abu Dis","PSE",11515,31.76,35.27,0
"267","Abu Ghosh","ISR",5923,31.8,35.1,0
"268","Abu Hammad","EGY",35835,30.53,31.68,0
"269","Abu Hijar","SDN",8799,12.87,34,0
"270","Abu Hulayfah","KWT",30258,29.14,48.12,0
"271","Abu Jubayhah","SDN",22172,11.45,31.23,0
"272","Abu Kamal","SYR",60505,34.45,40.93,0
"273","Abu Karsola","SDN",10671,12.15,30.77,0
"274","Abu Nahlah","QAT",2624,25.15,51.33,0
"275","Abu Samrah","QAT",967,24.75,50.84,0
"276","Abu Zabad","SDN",15600,12.35,29.24,0
"277","Abu al-Hasib","IRQ",93746,30.45,47.98,0
"278","Abu al-Hassan","DZA",24930,36.42,1.18,0
"279","Abucay","PHL",36357,14.72,120.54,0
"280","Abuja","NGA",178462,9.18,7.17,1
"281","Abuko","GMB",6794,13.4,-16.66,0
"282","Aburi","GHA",15171,5.85,-0.18,0
"283","Abuyog","PHL",15795,10.75,125.01,0
"284","Abweiler","LUX",75,49.53,6.08,0
"285","Abyek","IRN",59115,36.05,50.53,0
"286","Acacias","COL",41556,3.98,-73.76,0
"287","Acahay","PRY",3218,-25.91,-57.11,0
"288","Acahualco","MEX",14263,19.28,-99.78,0
"289","Acailandia","BRA",93252,-5.06,-47.54,0
"290","Acajete","MEX",18360,19.1,-97.95,0
"291","Acajutla","SLV",23125,13.59,-89.83,0
"292","Acala","MEX",13154,16.57,-92.8,0
"293","Acambaro","MEX",56361,20.03,-100.73,0
"294","Acanceh","MEX",10008,20.82,-89.45,0
"295","Acandi","COL",4849,8.53,-77.23,0
"296","Acaponeta","MEX",18637,22.5,-105.36,0
"297","Acapulco","MEX",658347,16.85,-99.92,0
"298","Acarau","BRA",29169,-2.89,-40.12,0
"299","Acari","PER",4515,-15.43,-74.63,0
"300","Acarigua","VEN",145549,9.58,-69.2,0
"301","Acatari","ROU",4693,46.45,24.65,0
"302","Acatenango","GTM",7571,14.55,-90.94,0
"303","Acatic","MEX",11694,20.78,-102.88,0
"304","Acatlan","MEX",16556,18.2,-98.05,0
"305","Acatlan","MEX",9466,20.43,-103.63,0
"306","Acatzingo","MEX",22748,18.98,-97.78,0
"307","Acayucan","MEX",46820,17.95,-94.92,0
"308","Accra","GHA",2029143,5.56,-0.2,1
"309","Accrington","GBR",35308,53.76,-2.39,0
"310","Acegua","URY",1509,-31.87,-54.2,0
"311","Acerra","ITA",51394,41,14.39,0
"312","Acevedo","COL",4633,1.82,-75.9,0
"313","Achacachi","BOL",8678,-16.05,-68.69,0
"314","Achajur","ARM",3855,40.99,45.15,0
"315","Achalpur","IND",112173,21.26,77.5,0
"316","Acheleia","CYP",120,34.74,32.49,0
"317","Acheng","CHN",144985,45.54,126.96,0
"318","Acheres","FRA",23219,48.97,2.06,0
"319","Acheritou","CYP",1738,35.1,33.86,0
"320","Achern","DEU",24637,48.63,8.08,0
"321","Achi","COL",8668,8.57,-74.56,0
"322","Achim","DEU",30109,53.04,9.01,0
"323","Achinsk","RUS",117294,56.28,90.5,0
"324","Achiotal","HND",1248,14.08,-88.75,0
"325","Achisay","KAZ",5705,43.54,68.9,0
"326","Achkhoy-Martan","RUS",16797,43.19,45.29,0
"327","Achna","CYP",2063,35.06,33.78,0
"328","Achuapa","NIC",3340,13.05,-86.58,0
"329","Achutupo","PAN",1781,9.2,-77.98,0
"330","Aci Castello","ITA",17930,37.56,15.13,0
"331","Aci Catena","ITA",28459,37.6,15.14,0
"332","Aci Sant'Antonio","ITA",17566,37.6,15.11,0
"333","Acigol","TUR",6747,38.55,34.51,0
"334","Acin","AFG",15423,34.12,70.7,0
"335","Acipayam","TUR",11114,37.43,29.35,0
"336","Acireale","ITA",53476,37.62,15.17,0
"337","Acobamba","PER",7222,-12.88,-74.57,0
"338","Acolla","PER",6864,-11.73,-75.57,0
"339","Aconibe","GNQ",11893,1.3,10.93,0
"340","Acopiara","BRA",24942,-6.1,-39.46,0
"341","Acoua","MYT",5447,-12.72,45.06,0
"342","Acoyapa","NIC",10887,11.97,-85.17,0
"343","Acquarossa","CHE",1819,46.45,8.95,0
"344","Acquaviva","SMR",1554,43.95,12.41,0
"345","Acquaviva delle Fonti","ITA",21555,40.89,16.84,0
"346","Acqui Terme","ITA",20634,44.68,8.46,0
"347","Acri","ITA",21484,39.49,16.38,0
"348","Acs","HUN",7161,47.7,18.02,0
"349","Acton","CAN",8308,43.63,-80.03,0
"350","Acton Vale","CAN",5153,45.63,-72.57,0
"351","Actopan","MEX",26954,20.27,-98.93,0
"352","Acu","BRA",36421,-5.58,-36.91,0
"353","Acuautla","MEX",22367,19.33,-98.85,0
"354","Acul-Samedi","HTI",772,19.52,-71.88,0
"355","Acul-du-Nord","HTI",3492,19.68,-72.32,0
"356","Acuna","MEX",153342,29.32,-100.94,0
"357","Acurenam","GNQ",2732,1.03,10.66,0
"358","Ada","SRB",10160,45.8,20.13,0
"359","Adacs","HUN",2876,47.71,19.96,0
"360","Adalsbruk","NOR",555,60.78,11.3,0
"361","Adam","OMN",17488,22.38,57.53,0
"362","Adamantina","BRA",31205,-21.68,-51.08,0
"363","Adamas","GRC",1501,36.73,24.43,0
"364","Adamov","CZE",4814,49.32,16.66,0
"365","Adamovec","HRV",990,45.9,16.17,0
"366","Adamstown","PCN",51,-25.05,-130.1,1
"367","Adamus","ROU",5873,46.3,24.23,0
"368","Adana","TUR",1271894,37,35.32,0
"369","Adancata","ROU",7762,47.73,26.3,0
"370","Adand","HUN",2295,46.85,18.17,0
"371","Adani","NGA",6274,6.73,7.02,0
"372","Adapazari","TUR",286924,40.79,30.41,0
"373","Adar","JOR",4510,31.2,35.77,0
"374","Adaufe","PRT",3828,41.58,-8.39,0
"375","Adavere","EST",643,58.71,25.9,0
"376","Addi Ark'ay","ETH",4999,13.45,38.06,0
"377","Addi K'eyih","ERI",13264,14.85,39.37,0
"378","Addi Kwala","ERI",6860,14.64,38.83,0
"379","Addi Ugri","ERI",18032,14.89,38.82,0
"380","Addigrat","ETH",88342,14.28,39.47,0
"381","Addis 'Alem","ETH",10088,9.04,38.39,0
"382","Addis Abeba","ETH",2823167,9.03,38.74,1
"383","Addis Zemen","ETH",23416,12.12,37.78,0
"384","Addlestone","GBR",15048,51.37,-0.48,0
"385","Adeje",NA,37395,28.13,-16.73,0
"386","Adel Bagrou","MRT",14247,15.57,-7.12,0
"387","Adelaide","AUS",1076969,-34.93,138.6,0
"388","Adelaide","ZAF",12222,-32.7,26.29,0
"389","Adelboden","CHE",3533,46.48,7.57,0
"390","Adelfia","ITA",17191,41,16.86,0
"391","Aden","YEM",625361,12.79,45.03,0
"392","Adendron","GRC",2318,40.67,22.6,0
"393","Adet","ETH",24262,11.27,37.48,0
"394","Adiake","CIV",17004,5.28,-3.3,0
"395","Adigeni","GEO",1300,41.69,42.71,0
"396","Adilabad","IND",121168,19.68,78.53,0
"397","Adilcevaz","TUR",56412,38.81,42.74,0
"398","Adilpur","PAK",8454,27.94,69.31,0
"399","Adityapur","IND",145045,22.8,86.04,0
"400","Adiwerna","IDN",138243,-6.93,109.12,0
"401","Adiyaman","TUR",234015,37.77,38.28,0
"402","Adjud","ROU",17147,46.1,27.18,0
"403","Adjumani","UGA",29470,3.38,31.79,0
"404","Adjuntas","PRI",5099,18.17,-66.72,0
"405","Adligenswil","CHE",5683,47.07,8.37,0
"406","Adliswil","CHE",15937,47.32,8.51,0
"407","Ado","NGA",284384,7.67,5.27,0
"408","Ado Odo","NGA",15710,6.58,2.94,0
"409","Adolfo Lopez Mateos","MEX",8911,28.47,-107.3,0
"410","Adolfo Ruiz Cortines","MEX",13043,25.75,-108.75,0
"411","Adoni","IND",165441,15.63,77.27,0
"412","Adony","HUN",3810,47.13,18.87,0
"413","Adoru","NGA",8387,6.98,7.17,0
"414","Adra","ESP",22900,36.76,-3.02,0
"415","Adrano","ITA",36131,37.67,14.83,0
"416","Adrar","DZA",93487,27.87,-0.29,0
"417","Adrasmon","TJK",13532,40.64,69.98,0
"418","Adre","TCD",12196,13.47,22.2,0
"419","Adria","ITA",20662,45.06,12.05,0
"420","Adriani","GRC",1376,41.13,24.27,0
"421","Adunatii-Copaceni","ROU",6548,44.27,26.07,0
"422","Adwa","ETH",45823,14.19,38.88,0
"423","Adzope","CIV",63654,6.1,-3.87,0
"424","Ae","MHL",7,5.87,169.52,0
"425","Aegviidu","EST",902,59.29,25.61,0
"426","Aesch","CHE",10210,47.47,7.6,0
"427","Aespa","EST",189,59.2,24.66,0
"428","Aetsa","FIN",4912,61.28,22.68,0
"429","Aewol","KOR",24095,33.47,126.32,0
"430","Afaahiti","PYF",5441,-17.74,-149.27,0
"431","Afantou","GRC",5577,36.3,28.15,0
"432","Afareaitu","PYF",3306,-17.54,-149.77,0
"433","Afega","WSM",1934,-13.79,-171.82,0
"434","Affeltrangen","CHE",2132,47.52,9.03,0
"435","Affery","CIV",30765,6.32,-3.95,0
"436","Affoltern","CHE",10316,47.29,8.44,0
"437","Afgoye","SOM",66769,2.14,45.12,0
"438","Afidnai","GRC",2165,38.22,23.83,0
"439","Afikpo","NGA",73875,5.9,7.93,0
"440","Afipskiy","RUS",18296,44.9,38.84,0
"441","Afitos","GRC",1482,40.1,23.43,0
"442","Aflao","GHA",47341,6.11,1.12,0
"443","Aflu","DZA",89116,34.12,2.09,0
"444","Afmadu","SOM",12178,0.52,42.06,0
"445","Afogados da Ingazeira","BRA",25448,-7.75,-37.64,0
"446","Afono","ASM",526,-14.26,-170.65,0
"447","Afragola","ITA",63872,40.93,14.3,0
"448","Afration","GRC",1360,38.45,23.68,0
"449","Afsin","TUR",40365,38.26,36.92,0
"450","Afumati","ROU",6721,44.52,26.27,0
"451","Afyonkarahisar","TUR",149769,38.77,30.54,0
"452","Agacoren","TUR",5999,38.87,33.92,0
"453","Agadez","NER",91600,17,7.98,0
"454","Agadir","MAR",718498,30.42,-9.61,0
"455","Agadyr","KAZ",9505,48.28,72.86,0
"456","Agaie","NGA",12009,9.02,6.31,0
"457","Agalteca","HND",1027,14.45,-87.27,0
"458","Agana","GUM",1041,13.47,144.75,1
"459","Agana Heights","GUM",3828,13.47,144.74,0
"460","Agana Station","GUM",1041,13.48,144.79,0
"461","Agara","GEO",5752,42.04,43.81,0
"462","Agarak","ARM",1272,41.01,44.47,0
"463","Agarak","ARM",1567,40.33,44.07,0
"464","Agarak","ARM",4685,39.22,46.55,0
"465","Agarakadzor","ARM",1190,39.74,45.35,0
"466","Agaro","ETH",28701,7.85,36.65,0
"467","Agartala","IND",206666,23.84,91.27,0
"468","Agas","ROU",6589,46.48,26.22,0
"469","Agasegyhaza","HUN",1893,46.84,19.45,0
"470","Agat","GUM",4450,13.38,144.65,0
"471","Agbabu","NGA",8752,6.58,4.83,0
"472","Agbor","NGA",68942,6.26,6.19,0
"473","Agboville","CIV",84109,5.94,-4.28,0
"474","Agcabedi","AZE",35421,40.05,47.44,0
"475","Agdam","AZE",40123,39.99,46.92,0
"476","Agdas","AZE",23752,40.65,47.46,0
"477","Agde","FRA",23477,43.33,3.46,0
"478","Agdere","AZE",10158,40.22,46.8,0
"479","Agen","FRA",34742,44.2,0.62,0
"480","Agenebode","NGA",12987,7.1,6.69,0
"481","Ageo","JPN",220766,35.95,139.61,0
"482","Agfalva","HUN",1970,47.69,16.49,0
"483","Agha Jari","IRN",21891,30.7,49.83,0
"484","Aghavnadzor","ARM",1246,40.58,44.69,0
"485","Aghavnadzor","ARM",1916,39.78,45.23,0
"486","Aghavnatun","ARM",2899,40.23,44.25,0
"487","Aghdzk","ARM",1635,40.32,44.25,0
"488","Aghiresu","ROU",7035,46.88,23.25,0
"489","Agia Anna","CYP",265,34.94,33.48,0
"490","Agia Eirini","CYP",52,34.98,32.97,0
"491","Agia Marinouda","CYP",232,34.76,32.48,0
"492","Agia Napa","CYP",2825,34.99,34,0
"493","Agidel","RUS",19396,55.88,53.93,0
"494","Agigea","ROU",5378,44.08,28.62,0
"495","Agin","TUR",4100,38.95,38.71,0
"496","Agios Amvrosios","CYP",307,34.78,32.83,0
"497","Agios Dimitrianos","CYP",86,34.91,32.55,0
"498","Agios Dimitrios","CYP",58,34.93,32.82,0
"499","Agios Isidoros","CYP",11,35,32.48,0
"500","Agios Konstantinos","CYP",171,34.87,33.07,0
"501","Agios Mamas","CYP",111,34.85,32.95,0
"502","Agios Pavlos","CYP",158,34.87,33.05,0
"503","Agios Sozomenos","CYP",4,35.07,33.44,0
"504","Agios Therapon","CYP",160,34.81,32.83,0
"505","Agios Thomas","CYP",31,34.72,32.73,0
"506","Agios Tychon","CYP",2226,34.73,33.14,0
"507","Aglasun","TUR",4409,37.65,30.53,0
"508","Agli","TUR",3299,41.72,33.55,0
"509","Agliana","ITA",15828,43.9,11,0
"510","Agnanteron","GRC",1840,39.49,21.85,0
"511","Agnibilekrou","CIV",44292,7.13,-3.2,0
"512","Agnita","ROU",10382,45.97,24.61,0
"513","Agno","CHE",3633,45.98,8.85,0
"514","Ago","JPN",23876,34.33,136.82,0
"515","Ago Are","NGA",14109,8.5,3.41,0
"516","Agogo","GHA",32208,6.8,-1.08,0
"517","Agolhitheemu","MDV",369,5.78,72.98,0
"518","Agoo","PHL",29386,16.08,120.1,0
"519","Agotnes","NOR",1397,60.41,5.02,0
